hotelId,name,brand,starRating,location,thumbnailUrl,hotelFeatures,overallGuestRating,totalReviewCount,proximity,ratesSummary,allInclusiveRateProperty,displayRank,recmdScore,programCode,programName,dealTypes,merchandising,badges,media,keyFeatures,globalDealScore,signInDealsAvailable
8153803,Garden View Hotel,Independent,3.0,"{'address': {'addressLine1': '29-31 Nevern Square, Earls Court', 'cityName': 'London', 'countryName': 'United Kingdom', 'zip': 'SW5 9PE', 'isoCountryCode': 'UK'}, 'longitude': -0.19705653199992, 'latitude': 51.49171814, 'timeZone': 'Europe/London', 'neighborhoodId': '910052331', 'neighborhoodName': ""Kensington - Earl's Court"", 'cityId': 3000035825, 'zoneId': '52331'}",https://mobileimg.priceline.com/htlimg/8153/8153803/thumbnail-150-square.jpg,"{'hotelAmenityCodes': ['FINTRNT', 'HEALTHSVCS', 'NSMKFAC', 'SUSTAIN', 'FAMFRIEND']}",6.4,1978,3.7065499165033304,"{'minPrice': '151.61', 'minCurrencyCode': 'USD', 'pclnId': 'F16A1D5F1F97E64CD8A8CBB83E09F5BEE83AFD7C2DA4F88834D7C889BA81181C81BD198C89792774DC9068B0799CC7DFA016FA7201103DD04491A0CD398D1EE2', 'freeCancelableRateAvail': True, 'payWhenYouStayAvailable': True, 'gid': 2054, 'rateIdentifier': '6E173AA9357BC69FF07976913FEF6CF52436D06649F99DD4D455771B2AE9776B35B260A1CDCB32719326FBDEE6540CECCBCC731612DD26A4', 'merchandisingFlag': False, 'ccNotRequiredAvailable': False, 'applePayRateAvailable': False}",False,9938.0,0.0,AGENCY,,,{},,"{'source': 'fastly', 'url': 'https://mobileimg.pclncdn.com/htlimg/master/81/5/3/8153803/master_8153803'}",,0.0,
88839505,The Princess Victoria,Independent,3.0,"{'address': {'addressLine1': '217 Uxbridge Road', 'cityName': 'London', 'countryName': 'United Kingdom', 'zip': 'W12 9DH', 'isoCountryCode': 'UK'}, 'longitude': -0.240891, 'latitude': 51.506419, 'timeZone': 'Europe/London', 'neighborhoodId': '900020040', 'neighborhoodName': 'London, United Kingdom', 'cityId': 3000035825}",https://mobileimg.priceline.com/htlimg/88839/88839505/thumbnail-150-square.jpg,"{'hotelAmenityCodes': ['FINTRNT', 'RESTRNT', 'NSMKFAC']}",8.1,561,5.684768588816842,"{'minPrice': '125.29', 'minCurrencyCode': 'USD', 'pclnId': '95F7E4A252B023721478528FEA76B04BFECAE9A66C91AF2982D74470BA6D74DA66A1DC14BC50481861702522A5A639EEAF44121C3E13D30F480EE1AFADEC8E7CD945D82753A53259', 'freeCancelableRateAvail': True, 'payWhenYouStayAvailable': True, 'roomLeft': 1, 'gid': 2958, 'rateIdentifier': '1D24DA2F93E07D01906E60BDDC7E9565D55C0A00FBF81D16BECAE5B4CF4108B6DFBA0A68942E537201F81239BF628CC4D0E252C1B3E072985ADE20A18A8D3148', 'merchandisingFlag': False, 'ccNotRequiredAvailable': False, 'applePayRateAvailable': False}",False,9937.0,0.0,AGENCY,,,{},,"{'source': 'fastly', 'url': 'https://mobileimg.pclncdn.com/htlimg/master/888/3/9/88839505/master_88839505'}",['clean'],0.0,
8426103,Comfort Inn Edgware Road,Comfort Inn,3.0,"{'address': {'addressLine1': '450 Edgware Road', 'cityName': 'London', 'countryName': 'United Kingdom', 'zip': 'W2 1EG', 'isoCountryCode': 'UK'}, 'longitude': -0.17234802, 'latitude': 51.5226297, 'timeZone': 'Europe/London', 'neighborhoodId': '910052664', 'neighborhoodName': 'Notting Hill - Paddington Station Area', 'cityId': 3000035825, 'zoneId': '52664'}",https://mobileimg.priceline.com/htlimg/8426/8426103/thumbnail-150-square.jpg,"{'hotelAmenityCodes': ['FINTRNT', 'HEALTHSVCS', 'RESTRNT', 'HANDFAC', 'NSMKFAC', 'FAMFRIEND']}",7.1,1912,3.4044789250035663,"{'minPrice': '130.55', 'minCurrencyCode': 'USD', 'pclnId': 'E8297BD6A0BB36BC308F44A170D3C34DB532AC35DE7918F334D7C889BA81181C325D961E536AC9739B4CE15C23FBE1EA8AEF2AC41E703751B0D475D50EE4634B408E232E179DAC6F', 'freeCancelableRateAvail': True, 'payWhenYouStayAvailable': True, 'gid': 2571, 'rateIdentifier': 'F7A8154C3EAEB1D59365BA91A2C4402623E71EB0109478D215B8B0DA6936F3D574DECC0C430CCA96AEDEA569F783F58EA5281FA38F07B253108FEAB6953A42F6', 'merchandisingFlag': False, 'ccNotRequiredAvailable': False, 'applePayRateAvailable': False}",False,9936.0,0.0,AGENCY,,,{},,"{'source': 'fastly', 'url': 'https://mobileimg.pclncdn.com/htlimg/master/84/2/6/8426103/master_8426103'}",,0.0,
422203,"The Clermont London, Victoria",Independent,4.0,"{'address': {'addressLine1': '101 Buckingham Palace Road', 'cityName': 'London', 'countryName': 'United Kingdom', 'zip': 'SW1W 0SJ', 'isoCountryCode': 'UK'}, 'longitude': -0.14556614, 'latitude': 51.49536, 'timeZone': 'Europe/London', 'neighborhoodId': '910020043', 'neighborhoodName': 'Westminster - Houses of Parliament - Victoria', 'cityId': 3000035825, 'zoneId': '20043'}",https://mobileimg.priceline.com/htlimg/422/422203/thumbnail-150-square.jpg,"{'hotelAmenityCodes': ['FINTRNT', 'HEALTHSVCS', 'RESTRNT', 'FITSPA', 'HANDFAC', 'NSMKFAC', 'SUSTAIN', 'FAMFRIEND']}",8.8,6056,1.5142547199572818,"{'minPrice': '338.47', 'minCurrencyCode': 'USD', 'minStrikePrice': '480.41', 'pclnId': 'A4CCC53B80DA788B3361EBDBBBA08F71C57B6738AFF0A9A207F4642FE8AABAD6F96075C5D9AE68E1AD23E157D3C8177E89F68C130664C3424051707ABD83CC6D7755ED003431E5E937CAF665C50AB7A3026237C85EED4FDE7F3EB62546FE9AB9408E232E179DAC6F', 'freeCancelableRateAvail': True, 'payWhenYouStayAvailable': True, 'roomLeft': 1, 'gid': 5815, 'rateIdentifier': '261A3936ED0F826016511AE46FAA94E22806D0274217464F165902251EE06EEC5BC73C9006415E76A33DA03D00A7AE885F60BE7FE057E1CAF4F1F825D100536270957B5097C0C370BA5209AFE5F99AB3F62A711291A604CD', 'programName': 'Value_Deal', 'savingsPct': '29.0', 'strikeThroughPrice': '480.41', 'merchandisingFlag': True, 'ccNotRequiredAvailable': False, 'applePayRateAvailable': False}",False,9935.0,0.0,OPAQUE,Value_Deal,['VALUE_DEAL'],"{'topBooked': {'type': 'TOP_BOOKED', 'description': 'TOP BOOKED HOTEL'}}","[{'type': 'TOP_BOOKED', 'description': 'TOP BOOKED HOTEL'}]","{'source': 'fastly', 'url': 'https://mobileimg.pclncdn.com/htlimg/master/4/2/2/422203/master_422203'}",['clean'],0.0,
618303,TOP Phoenix Hotel London,Independent,3.0,"{'address': {'addressLine1': '1, Kensington Garden Square', 'cityName': 'London', 'countryName': 'United Kingdom', 'zip': 'W2 4BH', 'isoCountryCode': 'UK'}, 'longitude': -0.19137899, 'latitude': 51.513, 'timeZone': 'Europe/London', 'neighborhoodId': '910052664', 'neighborhoodName': 'Notting Hill - Paddington Station Area', 'cityId': 3000035825, 'zoneId': '52664'}",https://mobileimg.priceline.com/htlimg/618/618303/thumbnail-150-square.jpg,"{'hotelAmenityCodes': ['FINTRNT', 'HEALTHSVCS', 'NSMKFAC', 'SUSTAIN', 'FAMFRIEND']}",8.2,4469,3.764985247481925,"{'minPrice': '152.52', 'minCurrencyCode': 'USD', 'minStrikePrice': '169.46', 'pclnId': '70E4C760D6DDD791D392255870BA61A79268448DCDCC795758B5A019E69E418C7928A82956CFD668E0CFDD8494F7CB8A8F233C55C5476037DCCF731CF1CB2B1A658F230CE9ED1A7EC3B28AE29A7B3E78F38B4696EB7A15D2', 'freeCancelableRateAvail': True, 'payWhenYouStayAvailable': False, 'minRatePromos': [{'type': 'DISCOUNT', 'title': 'On Sale Now -> Save 10% on this stay', 'desc': 'Book Now and Save', 'discountPercentage': 9.9970871, 'displayStrikethroughPrice': '169.46', 'nativeStrikethroughPrice': '134.13', 'nativeStrikethroughPriceCurrency': 'GBP', 'showDiscount': True, 'isVariableMarkupPromo': True}], 'gid': 3050, 'rateIdentifier': '84FB268454816DE46513098C82176E980E52371F996FAA00392204D89557679336F535425A49772FB21C72743BDF2FB76163C009D63C8B133ACB2592F894E720749EE35C64D25800EC5AB0F16E924D85', 'strikeThroughPrice': '169.46', 'merchandisingFlag': False, 'ccNotRequiredAvailable': False, 'applePayRateAvailable': False}",False,9934.0,0.0,AGENCY,,['PROMO_DISCOUNT'],{},,"{'source': 'fastly', 'url': 'https://mobileimg.pclncdn.com/htlimg/master/6/1/8/618303/master_618303'}",['clean'],0.0,
100420203,Tower Suites by Blue Orchid,Independent,5.0,"{'address': {'addressLine1': '100 Minories, London', 'cityName': 'London', 'countryName': 'United Kingdom', 'zip': 'EC3N 1JY', 'isoCountryCode': 'UK'}, 'longitude': -0.07528, 'latitude': 51.51047, 'timeZone': 'Europe/London', 'neighborhoodId': '910020044', 'neighborhoodName': 'The City - Tower Bridge - St. Pauls Cathedral', 'cityId': 3000035825, 'zoneId': '20044'}",https://mobileimg.priceline.com/htlimg/100420/100420203/thumbnail-150-square.jpg,"{'hotelAmenityCodes': ['FINTRNT', 'HEALTHSVCS', 'RESTRNT', 'FITSPA', 'SPA', 'BUSCNTR', 'HANDFAC', 'NSMKFAC', 'SUSTAIN', 'FAMFRIEND']}",8.6,6066,2.0131536697724384,"{'minPrice': '339.07', 'minCurrencyCode': 'USD', 'pclnId': '37275F198998DA2DD0107239287F66CF191E2A50C981724931FE31C37C3FFC5A6DF1D065539024CADB0279B8EBD254D197B0968A738C38FA665600A6F620D6ADD2F571F20D9FF69A7956C3838F51DBE4408E232E179DAC6F', 'freeCancelableRateAvail': True, 'payWhenYouStayAvailable': True, 'gid': 3164, 'rateIdentifier': '0C243D939040AB13ED3D2E1450145C57144DD429242B85B13BB262AF4FEDD750B3DA4A17F1DC350BB21C72743BDF2FB78CDB6D779D65E3F0BA6C82FB4FF3325E5858161E5E97ACED', 'merchandisingFlag': False, 'ccNotRequiredAvailable': False, 'applePayRateAvailable': False}",False,9933.0,0.0,AGENCY,,,"{'topBooked': {'type': 'TOP_BOOKED', 'description': 'TOP BOOKED HOTEL'}}","[{'type': 'TOP_BOOKED', 'description': 'TOP BOOKED HOTEL'}]","{'source': 'fastly', 'url': 'https://mobileimg.pclncdn.com/htlimg/master/1004/2/0/100420203/master_100420203'}",['clean'],0.0,
3575205,Novotel London Greenwich,Novotel,4.0,"{'address': {'addressLine1': '173-185 Greenwich High Road', 'cityName': 'London', 'countryName': 'United Kingdom', 'zip': 'SE10 8JA', 'isoCountryCode': 'UK'}, 'longitude': -0.0148375399999168, 'latitude': 51.4775470000001, 'timeZone': 'Europe/London', 'neighborhoodId': '910052465', 'neighborhoodName': 'London Docklands - Canary Warf & Greenwich', 'cityId': 3000035825, 'zoneId': '52465'}",https://mobileimg.priceline.com/htlimg/3575/3575205/thumbnail-150-square.jpg,"{'hotelAmenityCodes': ['FINTRNT', 'HEALTHSVCS', 'AIRSHUTTL', 'RESTRNT', 'FITSPA', 'SPA', 'PETALLOW', 'HANDFAC', 'NSMKFAC', 'SUSTAIN', 'FAMFRIEND', 'KIDFRIEND']}",7.5,3588,4.245043497546513,"{'minPrice': '171.61', 'minCurrencyCode': 'USD', 'pclnId': 'A6828C4826A1613CDE54D0537A34E847E83AFD7C2DA4F888FD6E8AA08B34AFEA40D0CC64B1F99883C7E8DB0F12B9F7444B7AE71A32998070341DDC7BD4AB1920BFFA499CC78D6DEC9C12A6637B9D555541AAA030AC36FEF4C5CA7C01A0A7C61BDB502E00417F3BC8', 'freeCancelableRateAvail': True, 'payWhenYouStayAvailable': True, 'gid': 3652, 'rateIdentifier': 'B0E93A43B3730496A1B7DA7221EBCF05E8C476FE56AA78852B3A752062F3F07C3147210410E5F1AFD483F3415D7E3369852C1191FF93A428A64EB1400C8D913FA969D4C853937616CE53E968CC07D3B8AAA254EB824313D22E993BAD758F361D', 'merchandisingFlag': False, 'ccNotRequiredAvailable': False, 'applePayRateAvailable': False}",False,9932.0,0.0,MERCHANT,,,{},,"{'source': 'fastly', 'url': 'https://mobileimg.pclncdn.com/htlimg/master/35/7/5/3575205/master_3575205'}",,4.848089,
10203403,Opulence Boutique Hotel and Spa,Independent,4.0,"{'address': {'addressLine1': '47 Gloucester Place', 'cityName': 'London', 'countryName': 'United Kingdom', 'zip': 'W1U 8JE', 'isoCountryCode': 'UK'}, 'longitude': -0.15792588599993, 'latitude': 51.5179688100001, 'timeZone': 'Europe/London', 'neighborhoodId': '910020047', 'neighborhoodName': 'Bloomsbury - Marble Arch - Kings Cross Station & British Museum', 'cityId': 3000035825, 'zoneId': '20047'}",https://mobileimg.priceline.com/htlimg/10203/10203403/thumbnail-150-square.jpg,"{'hotelAmenityCodes': ['FINTRNT', 'NSMKFAC']}",4.9,243,2.7237454335943085,"{'minPrice': '170.56', 'minCurrencyCode': 'USD', 'minStrikePrice': '189.51', 'pclnId': 'EFC4D3D14F426611421E0BB218CA49EF16212388CB00396B82D74470BA6D74DA2D3737F56F97449D0E781717F48AF0D658CF9CE6E86328B2B5D9440DA93636A96B34AA920D53476DC64201FD69711276', 'freeCancelableRateAvail': True, 'payWhenYouStayAvailable': True, 'gid': 2842, 'rateIdentifier': '4E38AB8EEB9586596E28217DFEFE54739311A551362AFB15C97FE69D0CDF16E7E1CF180FD46DB9F73EFEFE27A74E2E9BA008CFEA45364DBF58ED283ED1675F9F54D0D1BABFFC818F', 'programName': 'Mobile_Deals', 'savingsPct': '10.0', 'strikeThroughPrice': '189.51', 'merchandisingFlag': True, 'ccNotRequiredAvailable': False, 'applePayRateAvailable': False}",False,9931.0,0.0,AGENCY,Mobile_Deals,['MOBILE_DEALS'],{},,"{'source': 'fastly', 'url': 'https://mobileimg.pclncdn.com/htlimg/master/102/0/3/10203403/master_10203403'}",,0.0,
2392505,Kingsway Park Hotel,Independent,3.0,"{'address': {'addressLine1': '139 Sussex Gardens', 'cityName': 'London', 'countryName': 'United Kingdom', 'zip': 'W2 2RX', 'isoCountryCode': 'UK'}, 'longitude': -0.17488999, 'latitude': 51.5139, 'timeZone': 'Europe/London', 'neighborhoodId': '910052664', 'neighborhoodName': 'Notting Hill - Paddington Station Area', 'cityId': 3000035825, 'zoneId': '52664'}",https://mobileimg.priceline.com/htlimg/2392/2392505/thumbnail-150-square.jpg,"{'hotelAmenityCodes': ['FINTRNT', 'AIRSHUTTL', 'SPA', 'NSMKFAC', 'FAMFRIEND']}",7.2,831,3.1553629099461418,"{'minPrice': '159.47', 'minCurrencyCode': 'USD', 'minStrikePrice': '251.37', 'pclnId': 'CD11591E2AF90C4085CBD1E57B5ECD98341536B1059F9FE285C7DECF38F7435EF83F59FBFED58BD2261A3936ED0F826097D5916E6B28D424D56DBAA1E9C0B3C211500BFEEC7C96C8FD60B896DE929BB22AC2DA7C9B9833247187BD5D472F25E5EE5B8C150EBBDE78', 'freeCancelableRateAvail': True, 'payWhenYouStayAvailable': True, 'minRatePromos': [{'type': 'DISCOUNT', 'title': 'Exclusive discount', 'discountPercentage': 29.49, 'showDiscount': True, 'isVariableMarkupPromo': False}], 'roomLeft': 1, 'gid': 5173, 'rateIdentifier': '261A3936ED0F826097D5916E6B28D424D56DBAA1E9C0B3C211500BFEEC7C96C8FD60B896DE929BB26EC9C48C09C3B9DDA66D3807BC778C1B47C7EDA316FC7BD29CB1D89E63FAF67813E9A6851CD20CD1E06200A6E8D53313408E232E179DAC6F', 'programName': 'Value_Deal', 'savingsPct': '36.0', 'strikeThroughPrice': '251.37', 'merchandisingFlag': True, 'ccNotRequiredAvailable': False, 'applePayRateAvailable': False}",False,9930.0,0.0,OPAQUE,Value_Deal,"['PROMO_DISCOUNT', 'VALUE_DEAL']",{},,"{'source': 'fastly', 'url': 'https://mobileimg.pclncdn.com/htlimg/master/23/9/2/2392505/master_2392505'}",,0.0,
32003606,Admiral Hotel,Independent,3.0,"{'address': {'addressLine1': '143 Sussex Gardens, Hyde Park', 'cityName': 'London', 'countryName': 'United Kingdom', 'zip': 'W2 2RY', 'isoCountryCode': 'UK'}, 'longitude': -0.172589, 'latitude': 51.515016, 'timeZone': 'Europe/London', 'neighborhoodId': '910052664', 'neighborhoodName': 'Notting Hill - Paddington Station Area', 'cityId': 3000035825, 'zoneId': '52664'}",https://mobileimg.priceline.com/htlimg/32003/32003606/thumbnail-150-square.jpg,"{'hotelAmenityCodes': ['FINTRNT', 'AIRSHUTTL', 'SPA', 'NSMKFAC', 'FAMFRIEND']}",6.9,1573,3.108876464327778,"{'minPrice': '164.13', 'minCurrencyCode': 'USD', 'minStrikePrice': '257.53', 'pclnId': '9FA1846D13F39BC06EE71AAA7EA001A2C192E62621861ADC3C99192F080A1A5FFF473D12B4851FFBC166B1AA365BBB71D87C0352659ADA724323AC4470A4840778630ABBBC2BE79725887E48B054F8BF53FF67F46F97E5E56CE63C8B788657EAF2B4861A9931AC57', 'freeCancelableRateAvail': True, 'payWhenYouStayAvailable': True, 'minRatePromos': [{'type': 'DISCOUNT', 'title': 'Exclusive discount', 'discountPercentage': 29.48, 'showDiscount': True, 'isVariableMarkupPromo': False}], 'roomLeft': 1, 'gid': 5137, 'rateIdentifier': '261A3936ED0F826065A65343405889E0926EF341724E1EE211500BFEEC7C96C88B83E5DF361D34275638DBCC32F486C2A66D3807BC778C1BA7775F758462FE0C9CB1D89E63FAF67813E9A6851CD20CD1E06200A6E8D53313408E232E179DAC6F', 'programName': 'Value_Deal', 'savingsPct': '36.0', 'strikeThroughPrice': '257.53', 'merchandisingFlag': True, 'ccNotRequiredAvailable': False, 'applePayRateAvailable': False}",False,9929.0,0.0,OPAQUE,Value_Deal,"['PROMO_DISCOUNT', 'VALUE_DEAL']",{},,"{'source': 'fastly', 'url': 'https://mobileimg.pclncdn.com/htlimg/master/320/0/3/32003606/master_32003606'}",,0.0,
3792605,Queens Park Hotel,Independent,3.0,"{'address': {'addressLine1': '48 Queensborough Terrace, Bayswater', 'cityName': 'London', 'countryName': 'United Kingdom', 'zip': 'W2 3SJ', 'isoCountryCode': 'UK'}, 'longitude': -0.18549999, 'latitude': 51.5125, 'timeZone': 'Europe/London', 'neighborhoodId': '910052664', 'neighborhoodName': 'Notting Hill - Paddington Station Area', 'cityId': 3000035825, 'zoneId': '52664'}",https://mobileimg.priceline.com/htlimg/3792/3792605/thumbnail-150-square.jpg,"{'hotelAmenityCodes': ['FINTRNT', 'HEALTHSVCS', 'NSMKFAC', 'SUSTAIN', 'FAMFRIEND']}",5.7,7076,3.5195942702373006,"{'minPrice': '172.83', 'minCurrencyCode': 'USD', 'minStrikePrice': '216.04', 'pclnId': 'A2CBF6C07DF490558687070D0CEEB884776787DA976675E834D7C889BA81181C55151204D128EFC1B3C03FE30692A70C87A6E47C67A8F9C49B4522E5B21AEF6BD3A0C7BE34ECB82CC4723A58F2F5BFBE', 'freeCancelableRateAvail': True, 'payWhenYouStayAvailable': True, 'gid': 2818, 'rateIdentifier': '6766585BAA8A3328BCB98DBE2BE75A93D5C3094F9603FAB34F64C6CD419CD60D513CC530D69427956D7B0F402652579F7106A9273385CDFFFD01D20C59676EA9', 'programName': 'Mobile_Deals', 'savingsPct': '20.0', 'strikeThroughPrice': '216.04', 'merchandisingFlag': True, 'ccNotRequiredAvailable': False, 'applePayRateAvailable': False}",False,9928.0,0.0,AGENCY,Mobile_Deals,['MOBILE_DEALS'],{},,"{'source': 'fastly', 'url': 'https://mobileimg.pclncdn.com/htlimg/master/37/9/2/3792605/master_3792605'}",,0.0,
2790104,The Park City Grand Plaza Kensington Hotel,Independent,4.0,"{'address': {'addressLine1': '18-30 Lexham Gardens', 'cityName': 'London', 'countryName': 'United Kingdom', 'zip': 'W8 5JE', 'isoCountryCode': 'UK'}, 'longitude': -0.188999999999908, 'latitude': 51.496, 'timeZone': 'Europe/London', 'neighborhoodId': '910052331', 'neighborhoodName': ""Kensington - Earl's Court"", 'cityId': 3000035825, 'zoneId': '52331'}",https://mobileimg.priceline.com/htlimg/2790/2790104/thumbnail-150-square.jpg,"{'hotelAmenityCodes': ['FINTRNT', 'HEALTHSVCS', 'RESTRNT', 'FITSPA', 'BUSCNTR', 'NSMKFAC', 'SUSTAIN', 'FAMFRIEND']}",7.8,2160,3.373730323993678,"{'minPrice': '175.06', 'minCurrencyCode': 'USD', 'minStrikePrice': '263.20', 'pclnId': 'F6D9FAA34574B2ECFC3FE793F1BA97CD8D8B3AFCDE07E91785C7DECF38F7435EF83F59FBFED58BD2261A3936ED0F8260F504D8C1A3F552DF1511D6B4707C997BB7B059FE562477AADE32424FB9D2CC10B7E2B68DD59C891509A11FB5929F7947D06F1D3EA48E4BD8', 'freeCancelableRateAvail': True, 'payWhenYouStayAvailable': True, 'minRatePromos': [{'type': 'DISCOUNT', 'title': 'Special discount', 'discountPercentage': 23.08, 'showDiscount': True, 'isVariableMarkupPromo': False}], 'roomLeft': 1, 'gid': 5253, 'rateIdentifier': '261A3936ED0F8260F504D8C1A3F552DF1511D6B4707C997BB7B059FE562477AADE32424FB9D2CC1037EBC5F94D83A2EAECAFF31E9D3C39A68592E85640A6E9DA9CB1D89E63FAF67813E9A6851CD20CD1D96F5C23497F0251', 'programName': 'Value_Deal', 'savingsPct': '33.0', 'strikeThroughPrice': '263.20', 'merchandisingFlag': True, 'ccNotRequiredAvailable': False, 'applePayRateAvailable': False}",False,9927.0,0.0,OPAQUE,Value_Deal,"['PROMO_DISCOUNT', 'VALUE_DEAL']",{},,"{'source': 'fastly', 'url': 'https://mobileimg.pclncdn.com/htlimg/master/27/9/0/2790104/master_2790104'}",,0.0,
2299405,Dolphin Hotel,Independent,3.0,"{'address': {'addressLine1': '32-34 Norfolk Square', 'cityName': 'London', 'countryName': 'United Kingdom', 'zip': 'W2 1RS', 'isoCountryCode': 'UK'}, 'longitude': -0.17275999, 'latitude': 51.5163, 'timeZone': 'Europe/London', 'neighborhoodId': '910052664', 'neighborhoodName': 'Notting Hill - Paddington Station Area', 'cityId': 3000035825, 'zoneId': '52664'}",https://mobileimg.priceline.com/htlimg/2299/2299405/thumbnail-150-square.jpg,"{'hotelAmenityCodes': ['FINTRNT', 'HEALTHSVCS', 'NSMKFAC', 'SUSTAIN', 'FAMFRIEND']}",6.8,1285,3.162174362861641,"{'minPrice': '159.64', 'minCurrencyCode': 'USD', 'minStrikePrice': '177.38', 'pclnId': '9D749EC1689AB7B0700C28AAC11246F0C0AFF43801B799AD8CAA417542C5F9886D94851EA9F54F1008323CDADD007E6D59C9F2F17BBC74AF2331CB797F8DAAC2E55448DF3C67DD56D76165AF43C0F6D81CEC772541E7540B', 'freeCancelableRateAvail': True, 'payWhenYouStayAvailable': False, 'minRatePromos': [{'type': 'DISCOUNT', 'title': 'On Sale Now -> Save 10% on this stay', 'desc': 'Book Now and Save', 'discountPercentage': 9.99938776, 'displayStrikethroughPrice': '177.38', 'nativeStrikethroughPrice': '140.40', 'nativeStrikethroughPriceCurrency': 'GBP', 'showDiscount': True, 'isVariableMarkupPromo': True}], 'roomLeft': 1, 'gid': 3153, 'rateIdentifier': '08323CDADD007E6D59C9F2F17BBC74AF2331CB797F8DAAC2E55448DF3C67DD5645C70326483B6264B21C72743BDF2FB706891306D071121BD2ED944FD9BCA504283D699E7C16E0730FCA596F962B6A72', 'strikeThroughPrice': '177.38', 'merchandisingFlag': False, 'ccNotRequiredAvailable': False, 'applePayRateAvailable': False}",False,9926.0,0.0,AGENCY,,['PROMO_DISCOUNT'],{},,"{'source': 'fastly', 'url': 'https://mobileimg.pclncdn.com/htlimg/master/22/9/9/2299405/master_2299405'}",,0.0,
30895506,Kings Cross Inn Hotel,Independent,3.0,"{'address': {'addressLine1': '9-11 Euston Road', 'cityName': 'London', 'countryName': 'United Kingdom', 'zip': 'NW1 2SA', 'isoCountryCode': 'UK'}, 'longitude': -0.122951999999941, 'latitude': 51.5303002000001, 'timeZone': 'Europe/London', 'neighborhoodId': '910020047', 'neighborhoodName': 'Bloomsbury - Marble Arch - Kings Cross Station & British Museum', 'cityId': 3000035825, 'zoneId': '20047'}",https://mobileimg.priceline.com/htlimg/30895/30895506/thumbnail-150-square.jpg,"{'hotelAmenityCodes': ['FINTRNT', 'HEALTHSVCS', 'RESTRNT', 'NSMKFAC', 'SUSTAIN']}",6.5,7194,2.7260324106051463,"{'minPrice': '165.35', 'minCurrencyCode': 'USD', 'minStrikePrice': '202.18', 'pclnId': 'FB45A4C5446345645680DB4440C2B94BE532FB1C65C6CFB4B9239417CE2CC787045BDBE87536486FC166B1AA365BBB714970A77292C9D5727ABAFCB38E34670B8986F922A537A0D1113A7C8406D0EF021530BF7B69DF616EE0F84E3CC3EC2C5043FDC2F6481789D5', 'freeCancelableRateAvail': True, 'payWhenYouStayAvailable': False, 'minRatePromos': [{'type': 'DISCOUNT', 'title': 'Exclusive discount', 'discountPercentage': 11.77, 'showDiscount': True, 'isVariableMarkupPromo': False}], 'roomLeft': 1, 'gid': 5268, 'rateIdentifier': '261A3936ED0F82608426B095BC7E0AE48A63061BE191B93830C71C99D4255DF2982FEDBA9C7B501FC6154A9AA34BD6A4A8140EB22398BC4C4A15F38B73BBCB4EF05DC4E6CF55EAE26D33635F5B2ED7A4BBED4B78D652B7CF96D88355C98033F5', 'programName': 'Value_Deal', 'savingsPct': '18.0', 'strikeThroughPrice': '202.18', 'merchandisingFlag': True, 'ccNotRequiredAvailable': False, 'applePayRateAvailable': False}",False,9925.0,0.0,OPAQUE,Value_Deal,"['PROMO_DISCOUNT', 'VALUE_DEAL']",{},,"{'source': 'fastly', 'url': 'https://mobileimg.pclncdn.com/htlimg/master/308/9/5/30895506/master_30895506'}",,0.0,
